47.07007041     132.9299296
46.39722022     133.6027798
45.70735798     134.292642
45.00003801     134.999962
44.27481310	135.7251869
43.53123605     136.4687639
42.76886152     137.2311385
41.98724796     138.012752
41.18595995     138.81404
40.36457067     139.6354293
39.52266465     140.4773353
38.65984091     141.3401591
37.77571621     142.2242838
36.86992879     143.1300712
35.94214223     144.0578578
34.99204976     145.0079502
34.01937872     145.9806213
33.02389545     146.9761046
32.00541024     147.9945898
30.96378269     149.0362173
29.89892709     150.1010729
28.81081808     151.1891819
27.69949620	152.3005038
26.56507362     153.4349264
25.40773957     154.5922604
24.22776578     155.7722342
23.02551146     156.9744885
21.80142790     158.1985721
20.55606258     159.4439374
19.29006251     160.7099375
18.00417681     161.9958232
16.69925834     163.3007417
