-0.519151   0.508748
-0.574355   0.549508
-0.564686   0.470754
-0.526894   0.489884
-0.533224   0.533069
-0.525977   0.521078
-0.542609   0.506118
-0.521092   0.539298
-0.558454   0.524812
-0.511282   0.503573
-0.55062    0.478025
1.0         2.0
-0.489558   0.52434
-0.487319   0.535269
-0.461703   0.55273
1.0         2.0
-0.484086   0.531548
-0.56863    0.551737
-0.551676   0.506728
-0.546413   0.496881
1.0         2.0
1.0         2.0
1.0         2.0
1.0         2.0
-0.519639   0.517967
-0.624863   0.349799
-0.517186   0.52949
-0.547966   0.470139
-0.554211   0.496407
-0.513923   0.498733
-0.522096   0.523659
-0.516863   0.546875
-0.575298   0.52754
-0.487767   0.56668
-0.567896   0.515873
-0.529676   0.571445
-0.470538   0.55464
-0.507413   0.547746
-0.522039   0.599573
-0.518137   0.505095
-0.505779   0.551646
-0.581185   0.552647
-0.553923   0.51237
-0.578883   0.462562
-0.497697   0.561648
-0.471178   0.5523
-0.519583   0.52493
-0.535807   0.523143
