3.838398833	-54.53973139
3.951863514	-275.841129
3.733917855	-387.68163
3.584530244	-381.0174464
3.955073404	-458.0527594
3.703790298	-317.1590982
3.781453809	-403.4896355
2.656140293	2211.583479
3.84579914	-425.1912664
3.816914148	-283.6513864
3.98265661	-456.2861314
3.781755233	-318.2246656
3.731691068	-325.1308057
3.876260024	-416.0228776
3.697705062	-229.8949976
0 -1
0 -1
3.695652174	-181.6521739
4.681677019	-2168.981366
0 -1
4.136563047	-404.8740885
3.975309366	-171.6290621
3.808571846	-187.6253457
3.903713227	-319.7720178
0 -1
0 -1	
3.812746063	-125.625
0 -1
5.16844563	-3128.233489
0 -1
3.715827338	-309.3726619
3.794742967	-106.5460196
3.859048222	-220.3718726
3.825048158	-274.4451223
3.873981853	-285.8282154
3.603380565	32.00601924
0 -1
0 -1
0 -1
0 -1
3.737613884	-249.8598597
3.841114463	-358.2872081
3.804165861	-40.97311594
3.851455089	-313.0789787
0 -1	
3.610205033	90.62628145
3.902882418	-441.1797225
0 -1
