1 0	
1 0	
1 0	
1 0	
1 0	
1 0	
1 0	
1 0	
1 0	
1 0	
1 0	
1 0	
1 0	
1 0	
1 0	
1 0	
1 0	
1 0	
1 0	
1 0	
1 0	
1 0	
1 0	
1 0	
1 0	
1 0	
1 0	
1 0	
1 0	
1 0	
1 0	
1 0	
3.556 -289.452  
3.679 -270.489  
3.674 -282.725  
3.653 -344.957  
3.668 -290.605  
3.688 -330.909  
3.522 -252.205  
3.628 -234.827  
3.720 -257.419  
3.756 -278.344  
3.636 -265.147  
3.524 -204.077  
3.652 -203.287  
3.760 -332.620  
3.613 -204.025  
3.673 -281.246  
3.747 -354.808  
3.760 -250.993  
3.773 -219.547  
3.604 -312.756  
3.713 -207.577  
3.731 -254.288  
3.491 -153.302  
3.586 -201.048  
3.504 -209.474  
3.532 -196.773  
3.639 -223.947  
3.614 -246.959  
3.745 -303.986  
3.444 -197.846  
3.248 -198.721  
3.642 -184.699  
3.677 -480.491  
3.614 -509.089  
3.611 -447.745  
3.738 -539.341  
3.417 -300.733  
3.454 -384.873  
3.603 -418.744  
3.537 -422.137  
3.391 -322.624  
3.643 -463.104  
3.330 -361.219  
3.580 -369.402  
3.606 -363.434  
3.530 -316.523  
3.581 -344.360  
3.318 -331.480  
3.678 -399.049  
3.498 -475.067  
3.576 -426.810  
3.734 -424.560  
3.729 -485.890  
3.727 -413.074  
3.688 -389.834  
3.570 -445.901  
3.443 -386.085  
3.753 -381.821  
3.629 -403.800  
3.669 -409.350  
3.669 -409.350  
3.692 -407.703  
3.645 -372.423  
3.615 -367.011  
1 0	
1 0	
1 0	
1 0	
1 0	
1 0	
1 0	
1 0	
1 0	
1 0	
1 0	
1 0	
1 0	
1 0	
1 0	
1 0	
1 0	
1 0	
1 0	
1 0	
1 0	
1 0	
1 0	
1 0	
1 0	
1 0	
1 0	
1 0	
1 0	
1 0	
1 0	
1 0	
