0.71542 0  
0.65715	0  
0.73543	0  
0.76468	0  
0.67602	0  
0.71840	0  
0.69656	0  
0.66274	0  
0.68951	0  
0.79336	0  
0.77775	0  
0.73056	0  
0.72883	0  
0.72083	0  
0.64786	0  
0.73539	0  
0.70506	0  
0.77539	0  
0.75588	0  
0.72556	0  
0.67615	0  
0.75199	0  
1	0  
1	0  
0.73965	0  
0.71188	0  
0.72326	0  
0.73587	0  
0.75741	0  
0.73885	0  
1	0  
1	0  
0.72864 0  
0.71657	0  
0.72699	0  
0.77763	0  
0.72149	0  
0.73968	0  
0.75994	0  
0.72857	0  
1	0  
1	0  
1	0  
1	0  
1	0  
1	0  
1	0  
1	0  
0.72635	0  
0.62429	0  
0.68238	0  
0.76874	0  
0.76870	0  
0.70062	0  
0.73014	0  
0.71405	0  
0.73733	0  
0.77923	0  
0.73968	0  
0.69314	0  
0.74829	0  
0.72983	0  
0.70843	0  
0.71298	0  
0.70397	0  
0.79008	0  
0.67867	0  
0.73401	0  
0.74885	0  
0.73436	0  
0.73055	0  
0.75767	0  
0.73299	0  
0.72439	0  
0.77092	0  
0.73601	0  
0.72920	0  
0.76637	0  
0.71835	0  
0.69102	0  
0.77425	0  
0.70984	0  
0.74200	0  
0.79416	0  
0.77598	0  
0.73814	0  
0.68407	0  
0.73209	0  
0.68449	0  
0.78690	0  
0.75128	0  
0.74966	0  
0.78300	0  
0.73196	0  
0.75105	0  
0.77070	0  
