0.79631293 0  
0.90291768 0  
0.77917249 0  
0.91052797 0  
0.75134206 0  
0.91587673 0  
0.7796412  0  
0.88618356 0  
0.81481638 0  
0.86954783 0  
0.80369251 0  
0.87268715 0  
0.8461432  0  
0.8125641  0  
0.78468169 0  
0.87122534 0  
0.78611374 0  
0.83629431 0  
0.80364748 0  
0.84736166 0  
0.75017492 0  
0.85802532 0  
0.77232246 0  
0.84206981 0  
0.78470377 0  
0.82846543 0  
0.81256981 0  
0.83705786 0  
0.81454065 0  
0.87473164 0  
0.81505492 0  
0.84109019 0  
0.78857029 0  
0.90622509 0  
0.73005858 0  
0.88082474 0  
0.78145765 0  
0.86972771 0  
0.75792203 0  
0.87001354 0  
0.77754918 0  
0.94741333 0  
0.80979521 0  
0.9265185  0  
0.81030804 0  
0.89107591 0  
0.80347463 0  
0.86410685 0  
0.7708653  0  
0.78700064 0  
0.76763272 0  
0.82913342 0  
0.7534977  0  
0.84236369 0  
0.76301765 0  
0.82210719 0  
0.80809628 0  
0.84735952 0  
0.82817051 0  
0.79938464 0  
0.82260393 0  
0.82702332 0  
0.81202906 0  
0.82941159 0  
0.78149727 0  
0.84717777 0  
0.76810361 0  
0.87217619 0  
0.82008131 0  
0.88165349 0  
0.81858175 0  
0.84716857 0  
0.79337449 0  
0.79235361 0  
0.8135164  0  
0.81077889 0  
0.7855839  0  
0.84552953 0  
0.80102942 0  
0.87659156 0  
0.78961674 0  
0.85385685 0  
0.82277257 0  
0.87247913 0  
0.82592844 0  
0.85381497 0  
0.8071771  0  
0.86606617 0  
1	   0  
1	   0  
1	   0  
1	   0  
1	   0  
1	   0  
1	   0  
1	   0  
