2.666369329	-382.066984
2.670556937	-405.5391933
2.652697125	-382.8033064
2.647022711	-412.0573909
2.845348256	-354.8090869
2.87848065	-396.8846835
2.932180366	-420.2613124
2.96765915	-418.6221809
0           -1
2.699786754	-450.3553667
2.768036286	-476.7338937
2.765420854	-474.9443274
2.668664582	-493.0501175
2.696309756	-499.6880082
2.683660378	-511.8321831
2.678783476	-538.3226216
0           -1
0           -1
2.953955504	-482.6084966
2.990147792	-478.2888681
3.000222084	-532.1233309
2.970077814	-503.4526495
2.968614338	-522.4823867
2.920969997	-439.3820354
2.800473668	-441.3363719
2.858798535	-471.6265038
2.885890015	-470.7620571
2.850766984	-474.4061235
0   -1
0   -1
2.742137897	-521.0305212
2.81251396	-584.8793713
2.8500057 -569.6873
2.8887427 -560.0380
3.191485 -1194.959
2.9198027 -564.0334
2.9929717 -481.9670
2.9698275 -479.6366
2.960719015	-492.2098789
3.072738648	-758.3237565
2.6923788 -524.0057
2.7843082 -557.2722
2.8403536 -565.1285
2.8464962 -562.9523
2.933962 -594.7163
2.9682187 -603.3086
2.9399034 -597.2499
2.9459848 -600.1190
2.8133578 -504.9220
2.8307662 -509.4475
2.8382505 -516.0975
2.8320463 -521.4891
2.8377423 -477.3496
2.8292307 -474.0950
2.8498852 -475.5662
2.8694990 -474.7876
2.9091068 -530.6635
2.95275548 -551.1897
2.9819373 -553.3313
2.9471524 -558.2848
0 -1
0 -1
0 -1
0 -1
2.8035168 -327.0878
2.809580 -325.0779
2.7906928 -316.9272
2.7520688 -306.2979
2.9711619 -382.5313
2.9185922 -371.8485
2.9100913 -505.2651
2.8185078 -330.2117
2.8350475 -352.9310
2.8710012 -353.9544
2.8042385 -352.3402
2.7256899 -330.7810
2.8724532 -379.6138
2.8881877 -367.2002
2.9203474 -374.0797
2.8679179 -375.4610
0 -1  
0 -1  
0 -1  
0 -1  
0 -1  
0 -1  
0 -1  
0 -1  
0 -1  
0 -1  
0 -1  
0 -1  
0 -1  
0 -1  
0 -1  
0 -1  
2.681241888	-473.05715
2.657017671	-467.2098139
2.613767225	-452.9556571
2.557469895	-422.6952089
0   -1
0   -1
0   -1
3.047949542	-557.0232523
2.854323335	-480.5039346
2.890293806	-485.7186884
2.908538099	-489.8080391
2.85910316	-479.3725261
2.839274117	-632.9019899
2.891247727	-638.4861888
2.875144092	-636.9547797
2.871864977	-635.0342091
2.896378426	-555.1917569
2.921229633	-541.7300721
2.949917201	-556.6853553
2.944402325	-559.0208183
2.778688698	-456.0315537
2.754706104	-450.3627212
2.761202715	-474.2216276
0   -1
2.847521173	-425.9145409
2.867092337	-422.4309856
2.889988465	-433.5234189
2.823329272	-427.5486496
2.686792314	-405.3587397
2.752039352	-429.658625
2.757877298	-426.4395999
2.758823131	-430.3142453
2.767329778	-335.8990892
2.824610375	-340.3405366
2.864154176	-348.422179
2.884397605	-346.2188553
2.649651801	-407.1486477
2.66390625	-408.4388271
2.689530723	-420.9784733
2.712567803	-422.1616703
2.831047277	-359.0878689
2.875607369	-374.288335
2.890975111	-379.3917431
2.844804414	-374.1915357
2.80987267	-398.9989908
2.907933543	-459.553364
2.915548561	-463.9191524
2.926688494	-464.0228086
2.729098932	-525.2251517
0   -1
0   -1
0   -1
0   -1
0   -1
0   -1
0   -1
0   -1
0   -1
0   -1
0   -1
0   -1
0   -1
0   -1
2.729098932	-525.2251517
