-0.542616   0.618266
-0.538864   0.62364
-0.614014   0.539335
-0.591612   0.547796
-0.561931   0.582291
-0.544425   0.582129
-0.555699   0.59918
-0.581229   0.558577
-0.55114   0.536982
-0.534016   0.556754
-0.575282   0.506174
-0.545441   0.551284
-0.518891   0.56427
-0.540266   0.552826
-0.555512   0.539795
-0.540465   0.543294
-0.55       0.57
-0.54       0.56
-0.57       0.57
-0.60       0.53
-0.452032   0.62
-0.53       0.63
-0.60       0.539211
-0.60       0.53
-0.518662   0.55547
-0.54363   0.583591
-0.584841   0.516632
-0.547775   0.536489
-0.538753   0.578548
-0.565453   0.556939
-0.563651   0.565308
-0.556631   0.550803
-0.560373   0.588682
-0.569693   0.611595
-0.588599   0.568231
-0.573491   0.596
-0.557004   0.550241
-0.564759   0.558033
-0.576493   0.551043
-0.587481   0.543597
-0.527844   0.583429
-0.568898   0.58253
-0.581889   0.56851
-0.593175   0.526588
1.0         2.0
1.0         2.0
1.0         2.0
1.0         2.0
